ID;DESC_CLASIFICACION;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;ESTADO;COORD_GIS_X;COORD_GIS_Y;SISTEMA_COORD;LATITUD;LONGITUD;TIPO_VIA;NOM_VIA;NUM_VIA;COD_POSTAL;DIRECCION_AUX;NDP;FECHA_INSTALACION;CODIGO_INTERNO;CONTRATO_COD;UBICACION;USO;MODELO
"529529";"Fuentes de beber";"033";"ESTRELLA";"03";"RETIRO";"OPERATIVO";"443835.69";"4474016.74";"ETRS89";40.41487910;-3.66199361;"CALLE";"JUAN ESPLANDIU";"4";"28007";"ÁREA CANINA DEL PARQUE DE ROMA";"11013635";;"FUE_03_0005";"FUE22";"ZV";"MASCOTAS";"BEBEDERO NEPTUNO"
"529791";"Fuentes de beber";"097";"ARAVACA";"09";"MONCLOA-ARAVACA";"OPERATIVO";"434095.49";"4478300.38";"ETRS89";40.45275312;-3.77723365;"CALLE";"ARROYO DE POZUELO";"71";"28023";"CERCANA AL ÁREA INFANTIL";"31005603";;"FUE_09_0025";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"530022";"Fuentes de beber";"152";"PUEBLO NUEVO";"15";"CIUDAD LINEAL";"OPERATIVO";"445869.12";"4474867.69";"ETRS89";40.42267970;-3.63809998;"AVENIDA";"DAROCA";"99";"28017";"PARQUE LOS TILOS II JUNTO ÁREA CANINA";"20117847";;"FUE_15_0098";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA NEPTUNO"
"530402";"Fuentes de beber";"135";"PORTAZGO";"13";"PUENTE DE VALLECAS";"OPERATIVO";"445017.72";"4470827.56";"ETRS89";40.38622798;-3.64778675;"CALLE";"TANGER";"2";"28018";"En zona canina Parque C/ Tánger, 2 cv C/Guillermo Pingarrón";"11098053";;"FUE_13_0090";"FUE22";"ZV";"MASCOTAS";"BEBEDERO CANINO"
"530413";"Fuentes de beber";"132";"SAN DIEGO";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443309.79";"4470610.27";"ETRS89";40.38415604;-3.66788852;"CALLE";"DOCTOR BELLIDO";"23";"28018";"Calle  Doctor Bellido con Puerto de la Morcuera  (Zona canina)";"31018137";;"FUE_13_0106";"FUE22";"ZV";"MASCOTAS";"BEBEDERO CANINO"
"530455";"Fuentes de beber";"145";"FONTARRON";"14";"MORATALAZ";"OPERATIVO";"444606.66";"4472971.68";"ETRS89";40.40551627;-3.65281598;"AVENIDA";"MORATALAZ";"60";"28030";"JUNTO ÁREA CANINA";"20152930";"2022-06-10 00:00:00.0";"FUE_14_0078";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"530660";"Fuentes de beber";"127";"PRADOLONGO";"12";"USERA";"OPERATIVO";"439838.69";"4469562.25";"ETRS89";40.37447152;-3.70868103;"PARQUE";"PRADOLONGO";;"28041";"JUNTO FUENTE CIRCULAR PARQUE PRADOLONGO";"31007157";"2023-06-19 00:00:00.0";"FUE_12_0024";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"530661";"Fuentes de beber";"127";"PRADOLONGO";"12";"USERA";"OPERATIVO";"440458.38";"4469989.17";"ETRS89";40.37836195;-3.70142168;"CALLE";"DOCTOR TOLOSA LATOUR";"3";"28041";"PARQUE DE PRADOLONGO";"31051199";"2023-07-05 00:00:00.0";"FUE_12_0019";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"5541618";"Fuentes de beber";"051";"EL VISO";"05";"CHAMARTIN";"OPERATIVO";"442386.49";"4477150.59";"ETRS89";40.44301133;-3.67935784;"CALLE";"FELIPE CAMPOS";"6";"28002";"CV C/FRANCISCO CAMPOS, JUNTO PISTAS PETANCA";"11021822";"2020-02-17 00:00:00.0";"FUE_05_0081";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA TERRIER"
"5815155";"Fuentes de beber";"201";"SIMANCAS";"20";"SAN BLAS - CANILLEJAS";"OPERATIVO";"447991.56";"4476180.03";"ETRS89";40.43463744;-3.61318921;"AVENIDA";"ARCENTALES";"29";"28022";"EN PARQUE INTERIOR AREA CANINA";"20128779";;"FUE_20_0125";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA NEPTUNO"
"5843625";"Fuentes de beber";"024";"LEGAZPI";"02";"ARGANZUELA";"OPERATIVO";"441802.34";"4471478.75";"ETRS89";40.39187585;-3.68572651;"AVENIDA";"PLANETARIO";"18";"28045";"ÁREA CANINA, PASEO DE LAS CATALPAS JUNTO A LA FARONA 594, JUNTO A ÁREA CANINA";"20141825";;"FUE_02_0064";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA NEPTUNO"
"5844560";"Fuentes de beber";"043";"FUENTE DEL BERRO";"04";"SALAMANCA";"NO_OPERATIVO";"443949.870";"4475404.410";"ETRS89";40.42738769;-3.66077019;"CALLE";"SANCHO DAVILA";"17";"28028";"ÁREA CANINA, PARQUE SANCHO DAVILA";"11016686";;"FUE_04_0051";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA NEPTUNO"
"5845865";"Fuentes de beber";"093";"CIUDAD UNIVERSITARIA";"09";"MONCLOA - ARAVACA";"OPERATIVO";"439416.091";"4478137.690";"ETRS89";40.45169239;-3.71447536;"CALLE";"RECTOR ROYO-VILLANOVA";"10 C";"28040";"ÁREA CANINA, PARQUE JUAN XXIII";"20107953";;"FUE_09_0132";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA NEPTUNO"
"5846927";"Fuentes de beber";"085";"LA PAZ";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"440656.303";"4481911.185";"ETRS89";40.48577500;-3.70020336;"CALLE";"SANGENJO";"29";"28034";"ÁREA CANINA, PARQUE DE LA SUPERMANZANA 7";"11045863";;"FUE_08_0173";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA NEPTUNO"
"5847548";"Fuentes de beber";"086";"VALVERDE";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"443406.123";"4483778.618";"ETRS89";40.50278962;-3.66792685;"PASEO";"SAN MILLAN DE LA COGOLLA";"14";"28050";"ÁREA CANINA, CALLE SAN MILLAN DE LA COGOLLA C/V CALLE VALCARLOS";"31006119";;"FUE_08_0172";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA NEPTUNO"
"7127957";"Fuentes de beber";"143";"MARROQUINA";"14";"MORATALAZ";"OPERATIVO";"445296.24";"4473357.23";"ETRS89";40.40903513;-3.64472284;"AVENIDA";"MORATALAZ";"183";"28030";"PARQUE DE MORATALAZ (PARQUE Z). JUNTO A ZONA CANINA";"31003128";"2020-07-09 00:00:00.0";"FUE_14_0109";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"7127984";"Fuentes de beber";"146";"VINATEROS";"14";"MORATALAZ";"OPERATIVO";"445969.66";"4472548.78";"ETRS89";40.40179610;-3.63671794;"CALLE";"HACIENDA DE PAVONES";"209";"28030";"C/V CALLE FUENTE CARRANTONA";"31044614";"2020-07-09 00:00:00.0";"FUE_14_0113";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"7130464";"Fuentes de beber";"193";"VALDERRIVAS";"19";"VICALVARO";"OPERATIVO";"448820.84";"4472242.16";"ETRS89";40.39921399;-3.60309551;"CALLE";"MINERVA";"32";"28032";"CV AV. DE LA AURORA BOREAL";"31006237";"2020-07-29 00:00:00.0";"FUE_19_0144";"FUE22";"VP";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"7143151";"Fuentes de beber";"126";"ZOFIO";"12";"USERA";"OPERATIVO";"439590.34";"4470587.66";"ETRS89";40.38369098;-3.71170350;"AVENIDA";"RAFAELA YBARRA";"4";"28026";"PARQUE OLOF PALME. JUNTO ÁREA CANINA";"20025114";"2020-08-31 00:00:00.0";"FUE_12_0080";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"7608511";"Fuentes de beber";"053";"CIUDAD JARDIN";"05";"CHAMARTIN";"OPERATIVO";"442753.30";"4477946.43";"ETRS89";40.45020597;-3.67510457;"CALLE";"MARCENADO";"51";"28002";"DENTRO DEL ÁRENA CANINA";"31044661";;"FUE_05_0084";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"7870538";"Fuentes de beber";"205";"ROSAS";"20";"SAN BLAS - CANILLEJAS";"OPERATIVO";"449339.19";"4475813.98";"ETRS89";40.43142301;-3.59727205;"AVENIDA";"ARCENTALES";"28";"28022";"JUNTO ÁREA CANINA.. ZONA 2 WANDA METROPOLITANO";"31024129";"2021-04-26 00:00:00.0";"FUE_20_0130";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA NEPTUNO"
"7870539";"Fuentes de beber";"205";"ROSAS";"20";"SAN BLAS - CANILLEJAS";"OPERATIVO";"449313.79";"4475763.97";"ETRS89";40.43097094;-3.59756750;"AVENIDA";"ARCENTALES";"57";"28022";"ZONA 2 WANDA. PRÓXIMO A GTA. M-40";"31042641";"2021-04-26 00:00:00.0";"FUE_20_0131";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA NEPTUNO"
"8835112";"Fuentes de beber";"183";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"446598.04";"4468935.75";"ETRS89";40.36928809;-3.62901040;"CALLE";"PUERTO DE PORZUNA";"45";"28031";"C/V AVDA. MAYORAZGO, JUNTO ÁREA CANINA";"31051767";"2022-05-05 00:00:00.0";"FUE_18_0068";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"8835115";"Fuentes de beber";"183";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"448244.97";"4469558.29";"ETRS89";40.37500025;-3.60966316;"CALLE";"VILLAMAYOR DE SANTIAGO";"13";"28051";"PARQUE LOLA CAMARENA. JUNTO ÁREA CANINA";"31028258";"2022-05-05 00:00:00.0";"FUE_18_0070";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"8835118";"Fuentes de beber";"183";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"448756.20";"4469369.03";"ETRS89";40.37332685;-3.60362608;"CALLE";"PEÑARANDA DE BRACAMONTE";"8 B";"28051";"CERCA DE COLEGIO, JUNTO ÁREA CANINA";"31051528";"2022-05-05 00:00:00.0";"FUE_18_0071";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"8835151";"Fuentes de beber";"183";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"449781.36";"4468803.16";"ETRS89";40.36829147;-3.59150626;"CALLE";"ALTO DEL RETIRO";"6";"28051";"C/V C/ ANTONIO DE GADES. JUNTO ÁREA CANINA";"31065803";"2022-05-05 00:00:00.0";"FUE_18_0073";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"8888575";"Fuentes de beber";"206";"REJAS";"20";"SAN BLAS - CANILLEJAS";"OPERATIVO";"450077.90";"4477118.11";"ETRS89";40.44321612;-3.58866583;"CALLE";"DEYANIRA";"8";"28022";"CERCA DE ZONA CANINA";"31053840";"2022-06-09 00:00:00.0";"FUE_20_0135";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"9031613";"Fuentes de beber";"091";"CASA DE CAMPO";"09";"MONCLOA-ARAVACA";"OPERATIVO";"436901.45";"4473514.15";"ETRS89";40.40985475;-3.74366962;"PASEO";"Paseo Puerta del Angel";"1";"28011";"AREA CANINA VID Nº1";;;"FUEP_09_16_0011";"6";"ZV";"PERSONAS_Y_MASCOTAS";"OTRO"
"530420";"Fuentes de beber";"133";"PALOMERAS BAJAS";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444474.61";"4469775.43";"ETRS89";40.37671372;-3.65409346;"CALLE";"PUERTO DE BALBARAN";"135";"28018";"Parque Novecento (Zona canina)";"20102235";;"FUE_13_0117";"FUE22";"ZV";"MASCOTAS";"BEBEDERO CANINO"
"530586";"Fuentes de beber";"117";"ABRANTES";"11";"CARABANCHEL";"OPERATIVO";"438279.05";"4469748.92";"ETRS89";40.37603910;-3.72706978;"PARQUE";"EMPERATRIZ MARIA DE AUSTRIA";"18";"28025";"Junto área canina";"31001252";;"FUE_11_0064";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"5842993";"Fuentes de beber";"133";"PALOMERAS BAJAS";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443974.080";"4470669.940";"ETRS89";40.38473852;-3.66006801;"CALLE";"PUERTO DE COSTABONA";"9";"28018";"EN PARQUE PAYASO FOFO FRENTE 9";"20099405";"2017-04-26 00:00:00.0";"FUE_13_0163";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"5849302";"Fuentes de beber";"104";"ALUCHE";"10";"LATINA";"OPERATIVO";"436182.760";"4471950.120";"ETRS89";40.39571056;-3.75198249;"CALLE";"DUQUESA DE PARCENT";"16";"28047";"ÁREA CANINA, PARQUE CERRO ALMODOVAR";"11063809";;"FUE_10_0118";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA NEPTUNO"
"6542299";"Fuentes de beber";"144";"MEDIA LEGUA";"14";"MORATALAZ";"OPERATIVO";"443990.08";"4473215.38";"ETRS89";40.40767041;-3.66010343;"AVENIDA";"MORATALAZ";"21";"28030";"junto zona infantil";"11101928";"2020-03-11 00:00:00.0";"FUE_14_0105";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA NEPTUNO"
"9031614";"Fuentes de beber";"091";"CASA DE CAMPO";"09";"MONCLOA-ARAVACA";"OPERATIVO";"437007.50";"4473546.34";"ETRS89";40.41015276;-3.74242301;"PASEO";"Paseo Puerta del Angel";"1";"28011";"AREA CANINA VID Nº2";;;"FUEP_09_16_0012";"6";"ZV";"PERSONAS_Y_MASCOTAS";"OTRO"
"9031694";"Fuentes de beber";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"447090.91";"4483149.04";"ETRS89";40.49736124;-3.62438856;"AVENIDA";"Avenida de las Fuerzas Armadas";"11";"28055";"EN LA ENTRADA 10 (GLORIETA DE ANTONIO BONET)";;;"FUEP_16_15_0007";"6";"ZV";"PERSONAS_Y_MASCOTAS";"OTRO"
"9031695";"Fuentes de beber";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"447060.01";"4483023.06";"ETRS89";40.49622438;-3.62474266;"AVENIDA";"Avenida de las Fuerzas Armadas";"11";"28055";"ZONA CANINA CERCA DE LA BALSA";;;"FUEP_16_15_0008";"6";"ZV";"PERSONAS_Y_MASCOTAS";"OTRO"
"9031717";"Fuentes de beber";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"446985.63";"4481579.52";"ETRS89";40.48321550;-3.62549962;"AVENIDA";"Avenida de las Fuerzas Armadas";"11";"28055";"EN LA ENTRADA 1 (GLORIETA ISIDRO GONZALEZ VELAZQUEZ)";;;"FUEP_16_15_0029";"6";"ZV";"PERSONAS_Y_MASCOTAS";"OTRO"
"9031741";"Fuentes de beber";"143";"MARROQUINA";"14";"MORATALAZ";"OPERATIVO";"446446.41";"4473902.63";"ETRS89";40.41402321;-3.63121397;"AVENIDA";"Avenida del Doctor Garcia Tapia";"125";"28030";"ZONA CANINA PROXIMA AL RECINTO FERIAL";;;"FUEP_14_19_0009";"6";"ZV";"MASCOTAS";"OTRO"
"7130547";"Fuentes de beber";"211";"ALAMEDA DE OSUNA";"21";"BARAJAS";"OPERATIVO";"449503.78";"4478163.55";"ETRS89";40.45259941;-3.59551845;"CALLE";"CATAMARAN";"9";"28042";"Parque Biosaludable Metro El Capricho";"20047353";"2020-07-15 00:00:00.0";"FUE_21_0065";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"7131439";"Fuentes de beber";"123";"SAN FERMIN";"12";"USERA";"OPERATIVO";"441489.47";"4468737.86";"ETRS89";40.36716247;-3.68916106;"CALLE";"CORINDON";"10";"28041";"JUNTO CASETA JARDINEROS";"31005121";"2020-08-07 00:00:00.0";"FUE_12_0084";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"7144389";"Fuentes de beber";"131";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"OPERATIVO";"442885.88";"4469585.43";"ETRS89";40.37489473;-3.67279059;"RONDA";"SUR";"6 D";"28053";"JUNTO ÁREA CANINA";"31060375";"2020-10-14 00:00:00.0";"FUE_13_0170";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"7180278";"Fuentes de beber";"064";"ALMENARA";"06";"TETUAN";"OPERATIVO";"441136.89";"4479934.41";"ETRS89";40.46800165;-3.69434977;"CALLE";"COSTA VERDE";"3";"28029";"frente al Nº 3";"31017668";"2020-10-15 00:00:00.0";"FUE_06_0096";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"7412031";"Fuentes de beber";"103";"LUCERO";"10";"LATINA";"OPERATIVO";"436312.87";"4472135.67";"ETRS89";40.39739203;-3.75046804;"CALLE";"CUART DE POBLET";"117";"28047";"DENTRO DEL PARQUE DE LA CUÑA VERDE DENTRO DE ÁREA CANINA";"11063849";;"FUE_10_0123";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA NEPTUNO"
"7805896";"Fuentes de beber";"193";"VALDERRIVAS";"19";"VICALVARO";"OPERATIVO";"449343.28";"4472549.08";"ETRS89";40.40201088;-3.59696382;"CALLE";"SAN CIPRIANO";"81";"28032";"frente estación cercanías";"31036622";"2021-03-05 00:00:00.0";"FUE_19_0145";"FUE22";"VP";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"7869825";"Fuentes de beber";"134";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"OPERATIVO";"445270.88";"4470469.03";"ETRS89";40.38301479;-3.64477347;"AVENIDA";"RAFAEL ALBERTI";"51";"28018";"Campo de la Paloma zona canina";"11096233";"2021-05-14 00:00:00.0";"FUE_13_0172";"FUE22";"ZV";"MASCOTAS";"BEBEDERO TERRIER"
"7889388";"Fuentes de beber";"183";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"449856.26";"4468351.14";"ETRS89";40.36422384;-3.59058854;"CALLE";"PILAR DE MADARIAGA ROJO";"13";"28051";"junto juegos infantiles";"31029419";"2021-06-04 00:00:00.0";"FUE_18_0067";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"7924260";"Fuentes de beber";"191";"CASCO H.VICALVARO";"19";"VICALVARO";"OPERATIVO";"449439.85";"4472988.36";"ETRS89";40.40597408;-3.59586074;"PASEO";"POLIDEPORTIVO";"144";"28032";"cerca de area canina";"20064808";"2021-07-06 00:00:00.0";"FUE_19_0146";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"8800150";"Fuentes de beber";"213";"CASCO H.BARAJAS";"21";"BARAJAS";"OPERATIVO";"450803.24";"4480598.55";"ETRS89";40.47461332;-3.58038303;"CALLE";"TROPICO";"19";"28042";"ZV CALLE ACUARIO - Junto área canina";"20044044";"2022-04-04 00:00:00.0";"FUE_21_0072";"FUE22";"ZV";"MASCOTAS";"BEBEDERO NEPTUNO"
"8834918";"Fuentes de beber";"095";"VALDEMARIN";"09";"MONCLOA-ARAVACA";"OPERATIVO";"434115.99";"4480215.43";"ETRS89";40.47000600;-3.77719071;"AVENIDA";"VALDEMARIN";"67";"28023";"JUNTO ÁREA CANINA";"20166322";"2022-05-05 00:00:00.0";"FUE_09_0136";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"8835114";"Fuentes de beber";"183";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"446943.10";"4468696.84";"ETRS89";40.36715786;-3.62492636;"CALLE";"CINCOVILLAS";"5";"28051";"C/V AVDA. MAYORAZGO, JUNTO ÁREA CANINA";"31028057";"2022-05-05 00:00:00.0";"FUE_18_0069";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
